 Site ID ; Nazwa stacji ; kod pocztowy ; Miasto ; Adres ; HGV ; email ; telefon ; telefon 2 ; położenie ;;;HGV - STACJE REKOMENDOWANE DLA TRANSTORTU CIĘŻKIEGO;;;;
3004;SOBIESKIEGO;41-300;Dąbrowa Górnicza;ul. Sobieskiego;No;3004@shellpl.pl;511821245;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.323022,+19.166744/@50.323022,19.16674417z;50.323022;19.166744
3005;PIŁSUDSKIEGO;41-200;Sosnowiec;ul. Kresowa 2;Yes;3005@shellpl.pl;511843615;511843619;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.284955,+19.103765/@50.284955,19.10376517z;50.284955;19.103765
3007;WESTERPLATTE;41-710;Ruda Śląska;ul. Obrońców Westerplatte 22;No;3007@shellpl.pl;571303274;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.275275,+18.870971/@50.275275,18.87097117z;50.275275;18.870971
3009;CENTROSTAL;40-610;Katowice;ul. Kościuszki 231;Yes;3009@shellpl.pl;571303051;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.22308,+18.988189/@50.22308,18.98818917z;50.22308;18.988189
3010;FABRYCZNA;40-608;Katowice;ul. Kościuszki/Lechicka;Yes;3010@shellpl.pl;571303052;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.218676,+18.984166/@50.218676,18.98416617z;50.218676;18.984166
3011;PSZCZYNA;43-200;Pszczyna;ul. Bielska;No;3011@shellpl.pl;571303074;571303075;pokaż na mapie;;;;;https://maps.google.pl/maps/search/49.96999,+18.945199/@49.96999,18.94519917z;49.96999;18.945199
3012;ŻORY;44-240;Żory;Al. Zjednoczonej Europy 25;No;3012@shellpl.pl;571303076;571303077;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.033541,+18.690019/@50.033541,18.69001917z;50.033541;18.690019
3013;ŁAZISKA;43-170;Łaziska Górne;ul. Klonowa 1;Yes;3013@shellpl.pl;571303054;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.158082,+18.847604/@50.158082,18.84760417z;50.158082;18.847604
3014;SZEJK;41-219;Sosnowiec;ul. Braci Mieroszewskich;No;3014@shellpl.pl;511843671;511843764;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.31349,+19.19451/@50.31349,19.1945117z;50.31349;19.19451
3015;BIELSKA;43-100;Tychy;ul. Beskidzka ;Yes;3015@shellpl.pl;511798516;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.137388,+19.024978/@50.137388,19.02497817z;50.137388;19.024978
3016;BYTOMSKA;41-500;Chorzów;ul. 3 Maja 199;No;3016@shellpl.pl;322410203;322410203;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.304482,+18.919986/@50.304482,18.91998617z;50.304482;18.919986
3017;RENAULT;41-804;Zabrze;ul. Wolności 57;Yes;3017@shellpl.pl;511818546;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.305185,+18.743861/@50.305185,18.74386117z;50.305185;18.743861
3018;KOŃCOWA;41-800 ;Zabrze;ul. Wolności 384;No;3018@shellpl.pl;511818561;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.298448,+18.800193/@50.298448,18.80019317z;50.298448;18.800193
3019;SZPITAL;41-253;Czeladź;ul. Spacerowa 1d;Yes;3019@shellpl.pl;511821517;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.30219,+19.113529/@50.30219,19.11352917z;50.30219;19.113529
3020;MIKOŁOWSKA;40-074;Katowice;ul. Mikołowska 23A;no;3020@shellpl.pl;571303056;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.254568,+19.010046/@50.254568,19.01004617z;50.254568;19.010046
3021;SILESIA;41-400;Mysłowice;ul. Katowicka;no;3021@shellpl.pl;511820943;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.247075,+19.124038/@50.247075,19.12403817z;50.247075;19.124038
3022;WITCZAKA;41-902;Bytom;ul. Krakowska 27/31;No;3022@shellpl.pl;511796245;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.345621,+18.929518/@50.345621,18.92951817z;50.345621;18.929518
3023;CHRZANÓW;32-500;Chrzanów;ul. Trzebińska 72;No;3023@shellpl.pl;571303148;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.14403,+19.418126/@50.14403,19.41812617z;50.14403;19.418126
3024;SZOPA;41-219;Sosnowiec;ul. Lenartowicza/ S1;Yes;3024@shellpl.pl;511821257;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.292057,+19.217382/@50.292057,19.21738217z;50.292057;19.217382
3025;MACRO;41-219;Sosnowiec;al. Zagłębia Dąbrowskiego 21;Yes;3025@shellpl.pl;511845217;511845324;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.312662,+19.187448/@50.312662,19.18744817z;50.312662;19.187448
3031;JASTRZĘBIE MARKET;44-335;Jastrzębie Zdrój;ul. Cieszyńska 9;no;3031@shellpl.pl;571303078;571303079;pokaż na mapie;;;;;https://maps.google.pl/maps/search/49.939372,+18.59295/@49.939372,18.5929517z;49.939372;18.59295
3032;MAX;44-300;Wodzisław Śląski;Osiedle Dąbrówki 1A;No;3032@shellpl.pl;511792894;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.006719,+18.447343/@50.006719,18.44734317z;50.006719;18.447343
3034;WODZISŁAW RYBNICKA;44-300;Wodzisław Śląski;ul. Rybnicka 15;yes;3034@shellpl.pl;511793278;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.016681,+18.477319/@50.016681,18.47731917z;50.016681;18.477319
3035;WOJSKA POLSKIEGO ;41-500 ;Chorzów;Al. Wojska Polskiego 22;no;3035@shellpl.pl;511805942;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.286871,+18.965535/@50.286871,18.96553517z;50.286871;18.965535
3037;GLIWICE PSZCZYŃSKA  ;44-100 ;Gliwice;ul. Pszczyńska 111;yes;3037@shellpl.pl;511842673;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.283519,+18.681607/@50.283519,18.68160717z;50.283519;18.681607
3038;LIGOCKA    ;40-568 ;Katowice;ul. Ligocka 125;no;3038@shellpl.pl;571303057;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.233454,+18.975529/@50.233454,18.97552917z;50.233454;18.975529
3039;KATOWICE ROZDZIEŃSKIEGO;40-315 ;Katowice;ul. Rozdzieńskiego 210 ;yes;3039@shellpl.pl;511821039;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.271448,+19.066048/@50.271448,19.06604817z;50.271448;19.066048
3040;MIKOŁÓW PSZCZYŃSKA;43-190 ;Mikołów;ul. Pszczyńska 24;no ;3040@shellpl.pl;511798704;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.166182,+18.903759/@50.166182,18.90375917z;50.166182;18.903759
3041;OPAWSKA    ;47-400 ;Racibórz;ul. Opawska 119;yes;3041@shellpl.pl;511793659;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.081007,+18.200634/@50.081007,18.20063417z;50.081007;18.200634
3042;TYCHY OŚWIĘCIMSKA   ;43-100 ;Tychy;ul. Oświęcimska 25;yes;3042@shellpl.pl;511798754;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.130132,+18.997126/@50.130132,18.99712617z;50.130132;18.997126
3043;ZABRZE PLAC TEATRALNY   ;41-800  ;Zabrze;Plac Teatralny 6;no;3043@shellpl.pl;511819508;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.309916,+18.786305/@50.309916,18.78630517z;50.309916;18.786305
3044;KOŚCIUSZKI;44-240 ;Żory;ul. Kościuszki 90;yes;3044@shellpl.pl;571303081;571303082;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.03065,+18.703671/@50.03065,18.70367117z;50.03065;18.703671
3045;BUDOWLANYCH;43-100;Tychy;ul. Budowlanych 63;no;3045@shellpl.pl;511799632;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.127008,+18.974563/@50.127008,18.97456317z;50.127008;18.974563
3050;KATOWICE JANKEGO;40-546;Katowice;ul. Jankego 15C;no;3050@shellpl.pl;571303058;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.220533,+18.990112/@50.220533,18.99011217z;50.220533;18.990112
3053;BUDOWLANYCH;44-217;Rybnik;ul. Budowlanych 72;no;3053@shellpl.pl;511795621;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.101628,+18.515579/@50.101628,18.51557917z;50.101628;18.515579
3054;KATOWICE TRIGRANIT;40-546;Katowice;ul. Ściegiennego 58;no;3054@shellpl.pl;571303269;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.272014,+19.008102/@50.272014,19.00810217z;50.272014;19.008102
3056;GLIWICE PEGAS;44-100;Gliwice;ul. Tarnogórska 163;no;3056@shellpl.pl;511842686;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.315627,+18.693506/@50.315627,18.69350617z;50.315627;18.693506
3060;WARSZOWICE EXPRES;43-254;Warszowice;ul. Cieszyńska 9;yes;3060@shellpl.pl;667001104;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/49.97619,+18.717517/@49.97619,18.71751717z;49.97619;18.717517
3061;RYBNIK RONDO ;44-200;Rybnik;ul.Chwałowicka 1;no;3061@shellpl.pl;511796192;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.08679,+18.545995/@50.08679,18.54599517z;50.08679;18.545995
3064;TARNOWSKIE GÓRY;42-600;Tarnowskie Góry;ul. Zagórska;no;3064@shellpl.pl;884844474;884844474;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.453877,+18.836542/@50.453877,18.83654217z;50.453877;18.836542
3065;MIKOŁAJ;41-200;Sosnowiec;ul. Mikołajczyka 31B;Yes;3065@shellpl.pl;511845391;511845427;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.263435,+19.148381/@50.263435,19.14838117z;50.263435;19.148381
3067;HALEMBA;41-706;Ruda Śląska;Aleja Piastów Śląskich 11;yes;3067@shellpl.pl;797001244;504197765;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.251609,+18.880713/@50.251609,18.88071317z;50.251609;18.880713
3068;WIREK;41-710;Ruda Śląska;Aleja Piastów Śląskich 10;yes;3068@shellpl.pl;797001246;504197772;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.252707,+18.881721/@50.252707,18.88172117z;50.252707;18.881721
3082;JAWORZNO WSPÓŁPRACY;43-600;Jaworzno;ul. Krakowska 66;yes;3082@shellpl.pl;571303149;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.163787,+19.308937/@50.163787,19.30893717z;50.163787;19.308937
3083;JAWORZNO;43-600;Jaworzno;ul. Wojska Polskiego 2AE;yes;3083@shellpl.pl;690343233;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.22375,+19.22807/@50.22375,19.2280717z;50.22375;19.22807
3103;KABEL;30-552;Kraków;ul. Wielicka 77;No;3103@shellpl.pl;511834625;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.033441,+19.969352/@50.033441,19.96935217z;50.033441;19.969352
3104;ZAKOPIAŃSKA;30-418;Kraków;ul. Zakopiańska 48;No;3104@shellpl.pl;511814597;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.02161,+19.933158/@50.02161,19.93315817z;50.02161;19.933158
3110;CONRADA;31-357;Kraków;ul. Conrada 36;no;3110@shellpl.pl;122901421;122901421;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.089533,+19.902747/@50.089533,19.90274717z;50.089533;19.902747
3112;KONOPNICKA;30-333;Kraków;ul. Marii Konopnickiej 78;no;3112@shellpl.pl;511816597;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.040146,+19.937418/@50.040146,19.93741817z;50.040146;19.937418
3113;WITOSA;30-612;Kraków;ul. Witosa 20;no;3113@shellpl.pl;511834668;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.01311,+19.960216/@50.01311,19.96021617z;50.01311;19.960216
3117;IKEA;31-357;Kraków;ul. Conrada 33;yes;3117@shellpl.pl;511814329;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.088719,+19.901884/@50.088719,19.90188417z;50.088719;19.901884
3118;STOJAŁOWSKIEGO;30-611 ;Kraków;ul. Stojałowskiego 1;no;3118@shellpl.pl;511816625;511816645;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.006108,+19.945502/@50.006108,19.94550217z;50.006108;19.945502
3119;BRATYSŁAWSKA ;31-201 ;Kraków;ul. Bratysławska 1;no;3119@shellpl.pl;511814287;511814469;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.08498,+19.934413/@50.08498,19.93441317z;50.08498;19.934413
3126;JERZMANOWICE;32-048;Jerzmanowice;Gotkowice 84;yes;3126@shellpl.pl;503463328;508024203;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.222589,+19.742635/@50.222589,19.74263517z;50.222589;19.742635
3128;NIEPOŁOMICE;32-005;Niepołomice;ul. Stefana Batorego 25a;yes;3128@shellpl.pl;511834846;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.040921,+20.221721/@50.040921,20.22172117z;50.040921;20.221721
3131;MIROWSKA;32-060;Liszki;Kryspinów 415;Yes;3131@shellpl.pl;519433438;519433438;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.041128,+19.806075/@50.041128,19.80607517z;50.041128;19.806075
3132;IGOŁOMSKA;31-988;Kraków;ul. Igołomska 34k;no;3132@shellpl.pl;519185036;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.074741,+20.153904/@50.074741,20.15390417z;50.074741;20.153904
3201;HETMAŃSKA;35-078;Rzeszów;ul. Hetmańska 46;Yes;3201@shellpl.pl;511813683;571303172;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.020649,+21.993551/@50.020649,21.99355117z;50.020649;21.993551
3202;KRAKOWSKA;35-111;Rzeszów;ul. Krakowska;No;3202@shellpl.pl;571303182;511813925;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.052198,+21.971658/@50.052198,21.97165817z;50.052198;21.971658
3203;AWAL;35-210;Rzeszów;ul. Reymonta 3;No;3203@shellpl.pl;571303179;511813253;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.042658,+21.990257/@50.042658,21.99025717z;50.042658;21.990257
3205;LUBELSKA;35-241;Rzeszów;ul. Lubelska 4a;Yes;3205@shellpl.pl;511812237;571303184;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.050877,+22.002477/@50.050877,22.00247717z;50.050877;22.002477
3301;SZUJSKIEGO;33-100;Tarnów;ul. Szujskiego 16;No;3301@shellpl.pl;511842694;511842871;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.014579,+20.97474/@50.014579,20.9747417z;50.014579;20.97474
3302;NOWODĄBROWSKA;33-100;Tarnów;ul. Nowodąbrowska 139;No;3302@shellpl.pl;511842932;511843032;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.036012,+21.003199/@50.036012,21.00319917z;50.036012;21.003199
3306;DĘBICA NAGAWCZYNA;39-200;Nagawczyna;Dębica-Nagawczyna;yes;3306@shellpl.pl;511843147;511843164;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.055778,+21.454003/@50.055778,21.45400317z;50.055778;21.454003
3307;STACJA NOWY SĄCZ    ;33-300 ;Nowy Sącz;Al. Piłsudskiego 4;yes;3307@shellpl.pl;511821068;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/49.616289,+20.717109/@49.616289,20.71710917z;49.616289;20.717109
3310;KROSNO;38-400;Krosno;ul. Zręcińska 2a;yes;3310@shellpl.pl;513528736;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/49.691676,+21.732481/@49.691676,21.73248117z;49.691676;21.732481
3401;TARNOBRZEG;39-400;Tarnobrzeg;ul. Sikorskiego 21;No;3401@shellpl.pl;511835153;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.578291,+21.679766/@50.578291,21.67976617z;50.578291;21.679766
3501;MANIFESTU LIP.;25-432;Kielce;al..Solidarności 26;No;3501@shellpl.pl;571409421;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.879282,+20.649496/@50.879282,20.64949617z;50.879282;20.649496
3502;KIELCE-GRUNWALDZKA;25-736 ;Kielce;ul. Grunwaldzka 66;no;3502@shellpl.pl;571409424;571409426;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.876293,+20.595299/@50.876293,20.59529917z;50.876293;20.595299
3601;CZECHOWICE-DZIEDZICE;43-502;Czechowice Dziedzice;Trasa DK1 / ul. Węglowa;Yes;3601@shellpl.pl;511839883;511841622;pokaż na mapie;;;;;https://maps.google.pl/maps/search/49.92853,+18.991456/@49.92853,18.99145617z;49.92853;18.991456
3602;BIELCAR;43-300;Bielsko-Biała;ul. Warszawska 156;Yes;3602@shellpl.pl;511839976;511842036;pokaż na mapie;;;;;https://maps.google.pl/maps/search/49.84206,+19.036278/@49.84206,19.03627817z;49.84206;19.036278
3610;BIELSKO-BIAŁA II;43-346;Bielsko-Biała;ul. Daszyńskiego 54;Yes;3610@shellpl.pl;511840629;511842247;pokaż na mapie;;;;;https://maps.google.pl/maps/search/49.850028,+19.051339/@49.850028,19.05133917z;49.850028;19.051339
3611;CIESZYŃSKA;43-300;Bielsko-Biała;ul. Cieszyńska 160;no;3611@shellpl.pl;511840968;511842276;pokaż na mapie;;;;;https://maps.google.pl/maps/search/49.813327,+19.012544/@49.813327,19.01254417z;49.813327;19.012544
3619;ŚWIĘTOSZÓWKA;43-386;Świętoszówka;Świetoszówka 7;yes;3619@shellpl.pl;697909131;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/49.804439,+18.890905/@49.804439,18.89090517z;49.804439;18.890905
3620;ZAKOPANE;34-500;Zakopane;ul. Tytusa Chałubińskiego 31;no;3620@shellpl.pl;571303136;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/49.2885,+19.96954/@49.2885,19.9695417z;49.2885;19.96954
3621;ŻYWIEC RONDO;34-300 ;Żywiec;ul.Wesoła 70;Yes;3621@shellpl.pl;724773777;724773777;pokaż na mapie;;;;;https://maps.google.pl/maps/search/49.690648,+19.182838/@49.690648,19.18283817z;49.690648;19.182838
3622;KRYSZTAŁOWA;43-300 ;Bielsko-Biała;ul. Krausa 50;Yes;3622@shellpl.pl;511792841;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/49.842231,+19.067085/@49.842231,19.06708517z;49.842231;19.067085
4001;ZAMENHOFA;61-139;Poznań;ul. Jana Pawla II 12;Yes;4001@shellpl.pl;511821987;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.405247,+16.953345/@52.405247,16.95334517z;52.405247;16.953345
4003;BUŁGARSKA;60-378;Poznań;ul. Bułgarska 119;no;4003@shellpl.pl;511822143;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.410558,+16.868289/@52.410558,16.86828917z;52.410558;16.868289
4009;PRZEŹMIEROWO;62-081 ;Przeźmierowo;ul. Poznańska 10 a;yes;4009@shellpl.pl;511824668;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.435365,+16.775554/@52.435365,16.77555417z;52.435365;16.775554
4010;BRZEŹNO;62-025;Brzeźno;ul. Kostrzyńska 15;Yes;4010@shellpl.pl;511728569;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.371112,+17.353978/@52.371112,17.35397817z;52.371112;17.353978
4014;JARYSZKI;62-023 ;Gądki;Jaryszki 1;Yes;4014@shellpl.pl;571303279;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.333379,+17.019142/@52.333379,17.01914217z;52.333379;17.019142
4015;SANOCKA;61-144;Poznań;u. B. Krzywoustego 309;yes;4015@shellpl.pl;797123972;797123971;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.356824,+16.994423/@52.356824,16.99442317z;52.356824;16.994423
4016;OBORNICKA;60-689;Poznań;ul. Obornicka 337;yes;4016@shellpl.pl;511824833;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.460157,+16.893405/@52.460157,16.89340517z;52.460157;16.893405
4017;SERBSKA;61-696;Poznań;Al. Solidarności 55;no;4017@shellpl.pl;511829618;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.436038,+16.914482/@52.436038,16.91448217z;52.436038;16.914482
4018;DOLNA  WILDA;61-441;Poznań;ul. 28 czerwca 1956r. Nr 419;yes;4018@shellpl.pl;511825769;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.358737,+16.905448/@52.358737,16.90544817z;52.358737;16.905448
4021;SWARZEDZ;62-020;Swarzędz;ul. Poznańska 8;yes;4021@shellpl.pl;511829704;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.405224,+17.098905/@52.405224,17.09890517z;52.405224;17.098905
4022;KOSTRZYN II - kontener;69-113 ;Górzyca;Chyrzyno 1;Yes;4022@shellpl.pl;511837739;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.574863,+14.64182/@52.574863,14.6418217z;52.574863;14.64182
4027;ŻABIKOWSKA    ;62-030 ;Luboń;ul. Żabikowska 68;Yes;4027@shellpl.pl;511822413;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.350641,+16.881174/@52.350641,16.88117417z;52.350641;16.881174
4028;LECHICKA;61-691 ;Poznań;ul. Lechicka 2 ;yes;4028@shellpl.pl;511825992;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.442879,+16.910083/@52.442879,16.91008317z;52.442879;16.910083
4029;WROCŁAWSKA;62-300 ;Września;ul. Wrocławska 1 a;yes;4029@shellpl.pl;511831292;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.321006,+17.561173/@52.321006,17.56117317z;52.321006;17.561173
4033;SŁUPCA;62-400;Słupca;Wierzbocice 105;yes;4033@shellpl.pl;511831374;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.250134,+17.821427/@52.250134,17.82142717z;52.250134;17.821427
4037;JANIKOWO;62-006;Wierzenica;ul. Gnieźnieńska 1;yes;4037@shellpl.pl;511829814;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.44045,+17.056913/@52.44045,17.05691317z;52.44045;17.056913
4038;POLPETROL;25-736 ;Kiełczewo;ul. Poznańska 99;no;4038@shellpl.pl;655121192;655121192;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.096831,+16.659179/@52.096831,16.65917917z;52.096831;16.659179
4041;MALTA;61-245;Poznań;Ul. Abp.Baraniaka 100;yes;4041@shellpl.pl;511823014;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.399872,+16.968861/@52.399872,16.96886117z;52.399872;16.968861
4044;GNIEZNO PIAST;62-200;Gniezno;ul. Sobieskiego 19;no;4044@shellpl.pl;571303066;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.537069,+17.60896/@52.537069,17.6089617z;52.537069;17.60896
4045;BOGDANOWO;64-600;Oborniki Wlkp.;BOGDANOWO;yes;4045@shellpl.pl;511820891;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.618423,+16.812515/@52.618423,16.81251517z;52.618423;16.812515
4047;KONIN PICANTO;62-510;Konin;ul. Poznańska 48A;yes;4047@shellpl.pl;632491517;6322491517;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.226822,+18.239654/@52.226822,18.23965417z;52.226822;18.239654
4049;BUŁAWA;61-514;Poznań;ul. R. Traugutta 1/3;no;4049@shellpl.pl;511823354;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.386251,+16.912041/@52.386251,16.91204117z;52.386251;16.912041
4053;CHOPINA;62-510;Konin;ul. Chopina 32;no;4053@shellpl.pl;667667940;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.233551,+18.247221/@52.233551,18.24722117z;52.233551;18.247221
4101;MIESZKA;71-007;Szczecin;ul. Mieszka I nr 29;yes;4101@shellpl.pl;571303104;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/53.408425,+14.510536/@53.408425,14.51053617z;53.408425;14.510536
4102;GONTYNKA;71-630;Szczecin;ul. Sczanieckiej/1 Maja;no;4102@shellpl.pl;571303014;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/53.442736,+14.564679/@53.442736,14.56467917z;53.442736;14.564679
4103;DRABINY;70-660;Szczecin;ul. Gdańska 10;no;4103@shellpl.pl;571303015;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/53.411748,+14.578047/@53.411748,14.57804717z;53.411748;14.578047
4106;SŁONECZNA;70-777;Szczecin;ul. Jasna 15;no;4106@shellpl.pl;571303016;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/53.380167,+14.651309/@53.380167,14.65130917z;53.380167;14.651309
4109;GRYF;70-001;Szczecin;ul. Południowa 9;yes;4109@shellpl.pl;571303105;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/53.404108,+14.503487/@53.404108,14.50348717z;53.404108;14.503487
4110;KOŁBASKOWO;72-001;Kołbaskowo;Kołbaskowo 121;yes;4110@shellpl.pl;511832431;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/53.337228,+14.424877/@53.337228,14.42487717z;53.337228;14.424877
4112;ŚWINOUJŚCIE;72-600 ;Świnoujście;ul. Nowokarsiborska 4-8;yes;4112@shellpl.pl;571303106;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/53.899073,+14.234177/@53.899073,14.23417717z;53.899073;14.234177
4113;DERDOWSKIEGO;71-087 ;Szczecin;ul. Derdowskiego 6;no;4113@shellpl.pl;571303107;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/53.425517,+14.499893/@53.425517,14.49989317z;53.425517;14.499893
4114;ENERGETYKÓW;70-656 ;Szczecin;ul. Energetyków 6;no;4114@shellpl.pl;571303017;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/53.419539,+14.56396/@53.419539,14.5639617z;53.419539;14.56396
4115;WOJSKA POLSKIEGO ;70-491;Szczecin;Al. Wojska Polskiego 142;no;4115@shellpl.pl;571303108;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/53.445369,+14.522504/@53.445369,14.52250417z;53.445369;14.522504
4118;STARGARD MARKET;73-100;Stargard Szczeciński;ul. Szczecińska 81;yes;4118@shellpl.pl;571303109;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/53.34259,+14.990287/@53.34259,14.99028717z;53.34259;14.990287
4119;GOLENIÓW LOTNISKO;71-200;Goleniów;Żdżary 17H;yes;4119@shellpl.pl;511832636;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/53.581303,+14.812261/@53.581303,14.81226117z;53.581303;14.812261
4126;GOLENIÓW II;71-200;Goleniów;Droga Krajowa S-3, Łozienica;Yes;4126@shellpl.pl;511833094;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/53.545671,+14.801208/@53.545671,14.80120817z;53.545671;14.801208
4130;FIRE;70-893;Szczecin;ul. Szosa Stargradzka 37;yes;4130@shellpl.pl;571303146;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/53.366636,+14.727924/@53.366636,14.72792417z;53.366636;14.727924
4131;SZCZECINEK;78-400;Szczecinek;ul. Koszalińska 84;yes;4131@shellpl.pl;508500350;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/53.723643,+16.678705/@53.723643,16.67870517z;53.723643;16.678705
4134;EUROPEJSKA;71-026;Szczecin;ul. Dworska 8;no;4134@shellpl.pl;571303018;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/53.420933,+14.500777/@53.420933,14.50077717z;53.420933;14.500777
